movieId,title,genres,imdbId,tmdbId,overview
70864,Botched (2007),Comedy|Crime|Horror|Thriller,790590,17153,"Ritchie Donovan is a professional thief whose luck has just run out. The only survivor from a heist that goes terribly wrong, Ritchie is forced to take the rap and is sent to Russia to steal a priceless antique cross locked in a safe on the penthouse floor of a Moscow skyscraper."
70867,Lonely Street (2009),Comedy|Mystery,464096,21236,"Bubba Mabry, a gullible private detective, becomes the prime suspect in a tabloid reporter's murder after being hired to snoop on him by a mysterious celebrity."
70869,High Noon (2009),Drama|Mystery|Romance,1359554,35059,Baltimore's top hostage negotiator embarks on a relationship with a man who could be her soulmate while racing to resolve a case that threatens her job and her life
70871,"Day in the Country, A (Partie de campagne) (1936)",Drama|Romance,28445,43878,"The family of a Parisian shop-owner spends a day in the country. The daughter falls in love with a man at the inn, where they spend the day."
70877,Moonfleet (1955),Adventure|Drama,48387,29967,"Set in the eighteenth century, Moonfleet is about John Mohune, a young orphan who is sent to the Dorset village of Moonfleet to stay with an old friend of his mother's, Jeremy Fox. Fox is a morally ambiguous character, an elegant gentleman involved with smugglers and pirates."
70880,7 Women (a.k.a. Seven Women) (1966),Drama,60050,68692,"In a mission in China in 1935, a group of women are preyed on by Mongolian bandits, led by Warlord chief Tunga Khan."
70887,Vacancy 2: The First Cut (2009),Horror|Thriller,1204979,15641,"Three young people check into the Meadow View Inn for a night's rest, fully unaware of the inn's sick-minded employees and their nefarious intentions."
70889,"Pom Pom Girls, The (1976)",Comedy,75086,21955,"A football player at Rosedale High School is amorous of one of the cheerleaders, who is going with another guy. Another player can't decide which of two cheerleaders he wants to be with. Meanwhile, the Big Game with Hardin High School is approaching, and a prank war is in full swing."
70891,Tribute (2009),Drama|Mystery|Romance,1343115,43303,"A former child star buys her grandmother's house to rescue it from ruin but her hope for serenity is soon eclipsed by haunting dreams of her famous grandmother, who died of a supposed overdose in the house more than 30 years ago."
70898,Post Grad (2009),Comedy,1142433,25704,"Ryden Malby has a master plan. Graduate college, get a great job, hang out with her best friend and find the perfect guy. But her plan spins hilariously out of control when she’s forced to move back home with her eccentric family."
70912,Goodbye Solo (2008),Drama,1095442,21371,A man planning to commit suicide hires a taxi driver to take him to his jumping-off point.
70914,Long John Silver (1954),Action|Adventure,47189,23115,"In this sequel to Treasure Island, Long John hopes to rescue his friend Jim from a rival pirate and return for more treasure."
70920,Questo piccolo grande amore (2009),Comedy|Romance,1275778,41427,"From the album of the same name by Claudio Baglioni the film tells the love story of two teenagers during the legendary seventies. A story so overwhelming as to compel the world to retreat, to step aside. Andrea and Giulia come from two different worlds, have different friends, and two different lives who call them strongly in opposite directions. Will they keep their love alive in spite of everything?"
70924,Voices (1979),Drama|Romance,80103,184781,An up-and-coming nightclub singer falls in love with a shy young deaf teacher who aspires to be a dancer.
70927,To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence) (2007),Comedy|Drama,973844,36108,"Commissioned to mark the 60th anniversary of the Cannes Film Festival, ""To Each His Own Cinema"" brought together 33 of the world's pre-eminent filmmakers to produce short pieces exploring the multifarious facets of cinema and their perspective on the state of their chosen artform in the early 21st century."
70932,My Life in Ruins (2009),Comedy,865559,23049,"A Greek tour guide named Georgia attempts to recapture her kefi (Greek for mojo) by guiding a ragtag group of tourists around Greece and showing them the beauty of her native land. Along the way, she manages to open their eyes to the wonders of an exotic foreign land while beginning to see the world through a new set of eyes in the process."
70946,Troll 2 (1990),Fantasy|Horror,105643,26914,"When young Joshua learns that he will be going on vacation with his family to a small town called Nilbog, he protests adamantly. He is warned by the spirit of his deceased grandfather that goblins populate the town. His parents, Michael and Diana, dismiss his apprehensions, but soon learn to appreciate their son's warnings. Guided by his grandfather's ghost, will Joshua and his family stand a chance in fighting off these evil beings?"
70948,London (1994),Documentary,110377,121655,"A psycho-geographic journey through London and its history, as undertaken by an unseen narrator and his companion, Robinson, at the time of the 1992 general election."
70958,Paris 36 (Faubourg 36) (2008),Drama|Musical|Romance,948535,15457,"A star is born in a time of both celebration and instability in this historical drama with music from director Christophe Barratier. In the spring of 1936, Paris is in a state of uncertainty; while the rise of the Third Reich in Germany worries many, a leftist union-oriented candidate, Léon Blum, has been voted into power, and organized labor is feeling its new power by standing up to management."
70961,Murder Ahoy (1964),Comedy|Crime|Drama|Mystery,58382,758,"During an annual board of trustees meeting, one of the trustees dies. Miss Marple thinks he’s been poisoned after finding a chemical on him. She sets off to investigate at the ship where he had just come from. The fourth and final film from the Miss Marple series starring Margaret Rutherford as the quirky amateur detective."
70964,Witch Hunt (2008),Documentary,1196112,43734,"Executive Producer Sean Penn presents ""Witch Hunt,"" a gripping indictment of the American justice system told through the lens of one small town. Voters in Bakersfield, California elected a tough on crime district attorney into office for more than 25 years. During his tenure he convicted dozens of innocent working class moms and dads. They went to prison, some for decades, before being exonerated. He remains in office today. This story on a micro level mirrors what the US has experienced over the last eight years. When power is allowed to exist without oversight civil rights are in jeopardy."
70968,"Dog Year, A (2009)",Comedy|Drama,808232,41496,"Jon Katz is close to burnout. He's a writer with writer's block; his wife has left for her sister's because he's emotionally distant; he rarely answers his phone. A kennel sends him a border collie that's undisciplined because of abuse. Despite a series of mishaps, Jon decides to keep trying with the dog, and he rents a dilapidated farm house to give the dog room to run. A local handyman refers Jon to a woman who might be able to help him train the dog. Reluctantly, Jon gives her a try. Is the dog the problem, or the owner?"
70970,Good (2008),Drama|War,436364,12410,"When John Halder's latest novel is enlisted by powerful political figures in the Nazi party to push their agenda, his career and social standing instantly advance. But after learning of the Reich's horrific plans for the future and the devastating effects they will have on people close to him, John must decide whether or not to take a stand and risk losing everything."
70976,"Romance of Astrea and Celadon, The (Les amours d'Astrée et de Céladon) (2007)",Drama|Romance,823240,45458,"In an enchanted forest, back in the time of the Druids, the shepherd Céladon and the shepherdess Astrée share a pure and chaste love. Fooled by a suitor, Astrée dismisses Céladon, who throws himself into a river out of despair. She thinks he's dead, but he's been secretly rescued by some nymphs. Faithful to the promise he made to Astrée to never appear before her again, Céladon must overcome many obstacles to break the curse. Mad with love and despair, coveted by the nymphs, surrounded by rivals, and obliged to disguise himself as a woman to be near the one he loves, will he manage to make himself known without breaking his oath? A romance filled with doubt, hazards, and delicious temptations."
